ID,Coordinates,500,1000,1500,2000,2500,500,1000,1500,2000,2500,500,1000,1500,2000,2500,50,100,150,200,250,500,1000,1500,2000,2500
164,"40.6792, -73.9818",4,4,4,10,16,1180,5707,10133,17322,28644,459.024,2236.48,4571.98,8254.81,11411.1,5,0,20,24,119,425,1913,4266,6504,7642
165,"40.6934, -73.9559",3,6,10,22,24,2066,6346,12754,21554,30008,459.589,1807.05,3838.46,8179.33,14260.7,2,0,8,10,10,239,757,1833,3832,8883
166,"40.8505, -73.9356",2,3,5,11,16,384,920,3519,8395,13867,460.173,968.565,1435.22,2148.46,2886.96,8,0,86,106,210,616,1371,1961,2519,3758
167,"40.694, -73.9615",4,8,10,15,25,1969,7277,12600,22495,29758,474.44,2043.39,4276.89,10309.2,16461.7,12,0,15,19,19,66,802,1237,4459,9205
168,"40.8135, -73.9308",3,9,14,16,21,2946,10396,17957,27162,44012,474.869,1349.9,4306.86,8349.69,13864.4,18,0,19,26,47,79,373,2202,4843,7228
169,"40.7466, -73.8934",1,3,4,5,13,494,3918,10499,20050,31632,497.708,1653.11,3602.93,6965.23,19016.9,3,54,9,92,122,181,751,1512,2102,3149
170,"40.7147, -73.9418",2,6,9,16,24,518,5174,13724,33166,50137,498.542,3892.51,7373.24,11316.3,13626.9,6,1,29,40,134,259,1732,4662,6271,7170
171,"40.7147, -73.9421",2,6,9,16,25,518,5142,13699,33233,49895,507.179,3907.46,7551.23,11351.3,13613.7,6,8,27,45,134,263,1863,4649,6300,7174
172,"40.7307, -73.9486",5,5,7,9,11,2217,10884,22571,31050,46892,511.208,1384.08,7006.51,12837.1,31054,0,0,4,4,10,123,704,1617,4838,6758
173,"40.6963, -73.9565",4,8,11,20,25,1882,6590,13855,21376,30134,512.399,2002.86,4520.15,9140.58,15071.6,1,64,1,5,120,177,655,1882,4128,9711
174,"40.7304, -73.9519",5,5,7,9,11,1095,11197,21097,29597,42518,514.756,1402.77,6435.76,13673.9,43576.1,0,4,17,19,79,205,714,2045,4936,7889
175,"40.7308, -73.9516",5,5,7,9,11,1098,11212,21095,30038,42653,522.53,1366.71,6558,13891.4,43344.5,0,4,16,20,65,164,709,1813,4775,7772
176,"40.6978, -73.9696",1,5,8,12,19,2987,7840,13643,21794,30856,546.518,2116.4,6560.73,14517.2,22541.8,0,13,0,3,5,22,243,1584,6216,11272
177,"40.7284, -73.9503",4,5,7,10,12,1050,7981,19712,30278,44715,563.589,1610.6,6388.67,12267.7,29270.8,0,3,7,21,34,311,1020,2645,4999,7109
178,"40.8453, -73.9387",1,4,7,10,13,166,1585,4003,8107,13448,571.262,1339.05,1955.8,2717.22,3805.89,0,0,26,104,196,730,1355,2260,2910,5447
179,"40.7652, -73.8623",2,4,6,9,10,3044,6017,11957,37316,59060,572.804,2027.87,5231.38,6409.21,9191.29,0,2,50,50,50,185,327,1064,1734,2300
180,"40.7651, -73.9318",1,4,5,6,7,2366,6722,15450,24977,35905,587.47,1866.65,6458.73,25323.9,57057.8,0,0,56,58,59,150,1027,2787,4676,9209
181,"40.7008, -73.9629",3,7,11,12,19,1764,6523,14381,21901,31822,615.018,2597.62,6684.98,13238.6,22548.9,1,1,1,1,1,17,343,1933,5550,10985
182,"40.7597, -73.937",4,5,5,6,6,2422,9281,16002,29438,38944,620.179,3168.83,12898.5,35116,74928.6,0,12,2,2,2,28,677,1982,5258,9896
183,"40.7594, -73.9372",4,5,5,6,6,2320,9312,16677,29619,40135,629.149,3715.75,13143.7,34608.2,75617.2,2,2,2,2,3,29,656,2114,5101,9874
184,"40.7105, -73.9488",2,5,10,21,27,896,4596,10824,22488,40999,634.065,4719.23,9298.79,12088.8,16912.1,8,17,138,167,173,821,3441,5469,6519,8036
185,"40.7075, -73.9506",3,4,12,22,24,1458,5194,11027,24557,35266,639.482,4887.09,8805.01,11936.5,16806,0,0,19,21,23,714,3154,5063,6817,8358
186,"40.6998, -73.9616",4,8,11,12,22,1065,6709,14607,21354,31814,687.982,2552.82,6634.6,11222.9,20890.9,0,1,1,1,2,20,292,1959,5226,10524
187,"40.7578, -73.9388",4,5,5,5,6,2354,9122,17218,29727,42104,702.298,5841.61,13572.7,36613.7,78305.7,1,0,11,12,16,104,778,2358,5098,10162
188,"40.7563, -73.9402",4,4,5,5,6,2489,8896,17905,29752,44080,724.881,6819.95,14528.1,38536.3,81337.3,0,2,7,8,25,140,755,2443,5115,10659
189,"40.8331, -73.9455",1,4,6,13,19,232,2541,5340,10633,18357,727.101,1856.98,3248.96,4930.17,6741.6,1,11,136,192,204,648,1772,2849,4268,5778
190,"40.6981, -73.9619",5,8,11,13,22,1557,7432,13660,21597,31515,728.589,2206.7,6009.13,11452.3,19976.4,0,0,1,1,3,31,353,1720,4732,10390
191,"40.6986, -73.957",4,9,12,14,23,962,7080,14532,21453,30599,796.685,2289.44,6309.46,9920.87,16926.4,1,4,3,7,8,144,756,2289,5110,9744
192,"40.7601, -73.9145",1,1,4,8,14,622,7296,16625,27983,42742,856.631,5714.4,14318.6,21833.1,29629.2,0,3,8,10,14,655,2242,3249,4756,5953
193,"40.7607, -73.8979",2,5,10,12,13,2498,7765,14518,26823,40047,909.107,9016.12,13464,18206.2,24566,0,5,2,2,2,39,334,1231,3330,5113
194,"40.8106, -73.9546",1,2,3,8,15,626,2614,6106,12587,20320,962.399,3813.25,9239.32,15592.4,25830,0,14,9,41,54,404,1901,4293,6292,8101
195,"40.8073, -73.9374",1,4,12,17,19,1752,8176,14771,25170,37687,971.488,4028.7,7623.02,13245.2,21090.7,2,3,2,9,10,656,1826,2898,4681,7690
196,"40.6833, -73.9821",3,4,4,11,17,1099,5045,10031,19545,30420,991.524,2902.98,6241.98,10115.4,11883,0,7,1,2,32,699,2388,4827,6477,8145
197,"40.8176, -73.9569",1,2,3,10,14,1414,2937,4164,7714,17153,1312.65,3191.02,5665.51,9587.44,15123.9,2,0,4,8,28,342,1207,3547,5395,7690
198,"40.7576, -73.8992",2,4,10,12,13,2111,8356,12631,26492,39813,1313.03,4364.02,13779.7,18658.7,24877,0,2,0,0,0,55,177,1473,3494,5445
199,"40.7645, -73.8839",3,4,10,15,16,3154,9737,17178,26352,33596,1419.07,5831.15,11310,16605.3,19599.1,0,6,6,9,9,58,457,1288,1874,2843
200,"40.7229, -73.939",1,4,9,12,15,698,8542,21749,41300,59297,1437.59,3134.83,5241.93,9263.39,15922.3,0,0,1,3,10,69,434,2381,4312,6734
201,"40.8032, -73.9346",1,4,8,15,19,3095,7364,16414,26260,37987,1610.68,4702.39,8832.38,13395.2,21388.9,1,57,4,15,59,590,1440,2711,3914,6060
202,"40.7677, -73.8648",2,4,7,10,10,3354,5531,11235,32874,57566,1691.07,3453.37,5764.55,7410.08,10481.4,0,4,48,48,54,244,956,1075,1443,2189
203,"40.7203, -73.9443",1,4,10,13,16,769,3700,17518,32011,54901,1861.64,4187.14,7165.76,10734.5,15119.5,1,0,11,38,54,126,2083,4078,6077,6840
204,"40.79, -73.9409",1,3,3,5,8,1288,4657,7862,16932,28187,2154.54,8157.24,17722.3,32510.6,54986.5,2,2,22,44,59,441,1408,2857,6113,8929
205,"40.7702, -73.9023",2,2,5,10,11,608,5522,16180,29960,43897,2398.91,6866.02,12465.7,15842.1,21855,0,2,7,15,15,58,782,1765,2855,4165
206,"40.7649, -73.8867",3,4,10,13,17,2291,10004,18125,27145,35255,2773.12,6628.62,11622.4,17407.2,20572,0,2,6,6,6,64,368,662,1821,3540
207,"40.7894, -73.9484",1,3,3,4,6,872,3526,5685,11068,20309,3342.62,12715.9,26232.4,50147,81764.9,2,0,93,120,237,818,1816,4283,7472,11582
208,"40.7677, -73.9014",2,3,6,10,12,1445,6883,15774,28991,42445,3710.64,8283.15,13155.6,17503.9,23317.3,3,0,3,5,5,35,614,1785,3033,4568
209,"40.7831, -73.9449",1,3,3,3,5,971,1898,6641,12249,21645,4211.42,14792.9,31737.8,52822.3,84760,2,8,23,26,44,537,2809,4687,6634,9691
210,"40.753, -74.0041",1,2,4,6,6,2005,4967,6152,7876,9005,8060.42,29481.9,70639.1,122305,192981,1,12,22,59,111,699,4623,18365,34741,53102
211,"40.7387, -74.0039",1,1,1,4,4,160,1068,2819,6193,9423,9996.11,44762.6,88642.4,151344,210349,31,61,204,560,957,3427,10258,24367,40769,56769
212,"40.7247, -73.9957",1,1,1,2,2,432,2033,4913,10624,12867,10838.2,42555.4,84242.7,133386,174380,70,1,712,1186,1526,4234,14716,25029,36245,47278
213,"40.7664, -73.9942",2,3,4,5,5,1155,3476,6319,7856,9007,11146.6,33484,68318.2,114504,193521,8,245,25,33,62,593,5812,16864,30123,43763
214,"40.7638, -73.9962",3,4,5,5,5,1246,3965,6455,8445,9379,11213.5,34657.1,70227.4,119386,198093,24,8,216,225,233,961,7081,19716,31084,47411
215,"40.756, -73.9981",1,4,5,6,6,2512,5565,7287,8424,9797,12253.4,40811.3,87401.3,155302,236796,20,2,157,177,197,1405,10833,23723,43752,58072
216,"40.7617, -73.9943",2,4,5,5,5,1391,4286,6942,8599,9819,13208.7,42190.7,83542.5,146777,231099,59,1,151,243,348,2171,10624,24122,36970,53678
